@relation instances

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
negative,'soleeaguilar luchitiernitaa me hizo un re testa y el otro dia le gusta la otra jajajaa con gato ni ahi c '
positive,'mayrani rt logicademujeres el dinero http t co rxpsaavkd'
negative,'roneicy rt resistenciaanz alerta esto pasó en la ugma cumaná sucre como hay que ver que les molestan las universidades resistenciaanz http '
positive,'inpinituo o flamehaze nos abandonas por anime c en serio yo extraño hablar contigo todos los días o al menos un poco más que ahora lt '
positive,'isidrosada tarde de puzzles y lo han hecho ellas sólitas http t co utle qcpq'
positive,'nitadwilestari fitriahnadilla ade hatiny kegores cak d'
positive,'luiscqjimenez siganafernandaurdapilleta kseguidores comvivenciaconfer\n siganafernandaurdapilleta kseguidores comvivenciaconfer\n fer uf '
positive,'cami maldonaado pabloo si jajaja peero en la ultima carta puso posdata siempre te amaré '
positive,'malditamamona dame solo un beso que me alcance hasta morir '
positive,'emii carp me parece que olvidaste todas las cosas que hablamos todo lo qe nos juramos'
negative,'joancgallego octaveta convocant la mani del abril x una catalunyasocial defensem els nostres drets http t co vvqglyv t ccoocatalunya'
positive,'gme rt ciudadbizarra horoscoponocturno sagitario te quieren encerrar en tu casa trata de fugarte la vida te espera '
positive,'vanuuntvg deberia haberle tirado un te quiero tmb kcsho '
positive,'vayansealabenja rt palabrafilica ser inteligente es saber con quién hacerte pendeja '
negative,'fraam nicolas nesecito esos besos cn mordidas '
positive,'solracv que tu hermana mayor cumpla con su palabra de cuando crezcas te cuento notieneprecio '
negative,'aggonzalo rt skyalertmx historia en así fueron los sismos en chile mayo m mayo m al mediodía mayo hrs m '
positive,'el reciclador qué graandee es el maestro leymartinorozco'
positive,'imnotirma que tengas no te lo cree ni tu acta de nacimiento '
positive,'joshzenshermain nunca hago playback nunca lo hice y nunca lo haré mientras estes pagando una entrada para ver a una perra como yo lady gaga '
positive,'kassiehs rt hijamasoquista lo que pasa es que usted me gusta y no sé si es mutuo '
positive,'srs sí uno cambia no es por ganas nada más es por como te traten y como les intereses y te lo demuestren'
positive,'alejandrotroman lulisouberbil yo le encontré la vuelta y estoy estudiando '
positive,'rodriiariel el arco iris que alumbraba mis mañana ha perdido su color '
positive,'isaaramos buenos dias para el dentista'
positive,'sinplague buenos días pd skyler puta'
positive,'alissbn verothful ahh jajaja mejor solo me reiré jajaja esta cosa me está haciendo quedar muy mal jaja'
positive,'elbham andliam ya sé http t co fupc zgwvz me mintió y sí la fiesta va a estar del uno jajaja d'
positive,'pedromedalla la heredera de corina se prepara para buscar a su príncipe http t co jmzuqvtgjz'
positive,'lenenenemarin ni comes ni dejas comer '
positive,'lucksigolo jleal kk ih qual foi'
negative,'nitanricard ya pues vayan a dormir '
positive,'cancherp un minuto de tu tiempo no estaria de más '
positive,'patricia andrad quien insiste les di block chikym perdón patricia andrad no era con ud q sí victimiza el exilio era con mjferreiro a quien ud ataca'
positive,'tatiangarita si estuvieras ahi mojito lite youtube http t co oszywtkjcq yo también tengo corazoncito solo que no ando mostrando por ahí'
positive,'vennuus apagar la luz para poder desahogarme y mañana al despertar mis sentimientos sean un poco distintos '
positive,'lucialeivaa el que busca encuentra pero no siempre lo que quiere '
positive,'granadactiva maricruzjmz y tú por qué eres feliz http t co rtsmhywxdx no olvides suscribirte a nuestro canal '
positive,'lauradontstop en lugar de ello desayunamos a las siete de la mañana y tenemos aventuras que procuramos olvidar lo antes posible '
negative,'la noticia ec hye crucigrama de hoy http t co mhnsanggxs'
positive,'rtratoserra los nervios florecen como el azahar solo huelo incienso ese aroma sevillano que es la esencia a un año de http t co jgrriijjds'
positive,'carmielgonzaa '
positive,'afariasb como lo extraño carajo'
positive,'annabarrong rt isoyroman no me gustas más porque no se puede '
positive,'mariletzakis rt la patilla detenidas personas en allanamientos durante el retiro de barricadas en san cristóbal http t co f iijw v u'
positive,'expotuescuela niños en oaxaca padecen hambruna parecida a la vivida en áfrica excélsior http t co ws rz jxwp'
positive,'lis gf rt misseugenich fiestas caseras pre varadero cumpleaños feliz lisancaa miaa lis gf'
positive,'eldelxandall rt compartiendoef matemáticas y e f senderismo y proporcionalidad en el día de miguel rueda http t co ltfus sum edufis frikimefs '
negative,'aladina arreola coco nights aquí la respuesta a mi piel suave http t co sclxzweez '
positive,'mariaemma doble aa hueleacacacule raphapeugeot angiemg lovesmou hola socio muy felices '
positive,'estradacynthia rt cooperativa la usgs de ee uu registró nuevo movimiento de richter a las con epicentro a kilómetros de iquique http t '
negative,'esther carlosgmerchan buenos dias guapo felicidades vengaa q ya casi me pillas jajaja disfruta del dia besazos '
negative,'fabiiborge soy dos en una y en medio se siente la herida no cierra completamente'
positive,'pauurol rt gastonmarti me eferma q se la agarre con ella y no tiene nada q ver jajaja'
positive,'everardo cindygarzaa me parece perfecto '
positive,'fabiichan aunque me da cosita que no haya tantas fans de lunafly mañana d '
negative,'imnotgrunge rt letuitero tú crees que puedes ignorarme todo el tiempo y luego un día hacerme todo el caso del mundo y que yo ahí voy a seguir para ti '
positive,'mileyftlea fuckingbangerx mm q rico yo comi empanadas al medio dia ja ahora estoy viendo unos videos'
positive,'guilu rt michelpesquera mira un beso robado dond '
positive,'swaggysoader tenía que descargame bueno'
positive,'yunkid ただいま 殺された cosmos c キャス http t co zhdjstmufb '
positive,'danielmediina jelou contestame el telefonou'
positive,'acruznavarro jmnavarro con lo bonito que es '
positive,'iivansuarezs rt nalinoviedo blazquezbalonma feliz estancia estos dias en oviedo estareis como en vuestra casa aqi siempre respiramos balonmano http '
positive,'kellydiamonds rt albadarks pero quién coño tiene fuerzas para levantarse a esta hora '
negative,'patrodrigu rt ribh pridf ahora mas cerdos que nunca http t co simqehp y'
positive,'juliioliveros culos vemos calzones de espuma no sabemos jajaja '
positive,'herndiaz ay nada mas por que lo encontré como en mentiras y se lo demostremos con pruebas ni aguanta nada'
positive,'isoyargenis no era necesario decir que me amabas si no lo sentías con el corazón '
positive,'afindconocerle sufren los muertos historias de espiritus esta escrito pastor robert costa http t co yrtg xxtco'
positive,'jennyordaz un beso en la frente si así será cada vez que me diga hasta mañana voy a terminar perdida '
positive,'martindelhipasa cunbia en la playa la negra en maya cumbia en la playa se te ve la raya '
positive,'miha eyaculación matutina '
positive,'filofobica guelo vas para la uni mañana '
positive,'jocelyneh rt edithdemoss no quise antes menos voy a querer ahora '
positive,'carlosciccareli rt trafficmerida via zayrarod alerta merida batallón viene mañana a quitar barricadas en la madrugada la americas alerta yosoytraff '
positive,'jesusnogues buenos días '
negative,'marietadeloli aceite de rosa mosqueta http t co djkhy zxft vía marietadeloli'
positive,'adrian m rt shuliipereira adrian m uhh qe mal no me quiero hacer la consejera pero cuando dejes de remar y no le des importancia llega mas ra '
positive,'vierjaa rt vvperiodistas sin comentarios y nos quedamos cortos http t co lhy tnd af'
positive,'diqixeen nicoguillengoyo http t co ecrb pjyrt dk'
negative,'cantacerro chukilia mejor escribeme por face que aqui queda publico'
positive,'rochy b las fotos viejas que tengo con seba son un escracho jajaja '
positive,'helloroz palmacamino ni de verga tienen que ser al menos '
negative,'isabel bfit maxitortita al poder con proteína y gramos de avena triturada y de relleno queso batido y pb con http t co jiulns o x'
positive,'tperfectbalance vamos '
positive,'pedrofer merkadotecnia pf gt gt las bases de un content marketing eficaz vivimos en un mundo de contenidos hoy más que n http t co f s fexp'
positive,'vera rt aristoletes mujer la vida es muy corta para perder el tiempo con un hombre que no madura un mujeriego que no cambia y un patán que n '
positive,'leetgonipalba soybelen mira ya yo ni lo ignoro de verdad'
positive,'chris calle rt yesicrazzygil hasta que su objetivo complete este jinete no se baja del cohete dejenenpazarene'
positive,'c magro una máquina dispensadora de libros sorpresa the monkey s paw bibliomat http t co kq fvonu j via ccopiloto cc libreriaantes futuroslibro'
negative,'alex rt chitologar si no me ponen límites no respondo de mis actos '
negative,'kiaravalleb rt aristoletes mujer la vida es muy corta para perder el tiempo con un hombre que no madura un mujeriego que no cambia y un patán que n '
positive,'the miniblack yo creo que hoy me quedo durmiendo asta '
positive,'holalasalali fecalzada a mi me gusta mas en morado que talla es '
positive,'rossanamora actualidad miles evacuados por fuerte réplica de en el norte de chile http t co ypskmwatpa'
positive,'jdpm rt ricmerychlu jdpm siempre habrá alguien aquí estas desvelandote en twitter es lo que quieres ya que no hay nadie '
positive,'roncobosneva mdsainzelvira por fin como saliste en el examen ayer '
positive,'lidiamorente buenos dias '
positive,'totsuka kikuoka sorata perdón d ni cuenta me había dado que se me petan las menciones gt lt '
positive,'mdelveraros roljavierapi me quede sin real creo que no voy a poder ir a la playa '
positive,'climarosarioar informe hs temperatura c\nsensación térmica c\nhumedad viento km h e\nrafagas km h\npresión hpa'
negative,'soyunpan lol rt hdesilencioes la confianza se gana con mil acciones y se puede perder con tan solo una '
negative,'pearlaloo seatmates ü doleseminar kshanenarca gelraymundo pearl garden hotel http t co yx y ucnmn'
negative,'mevezupejau marydenormandie http t co cdoagt dc ud qr'
negative,'yuscarina dormire zz lt en paz me acostare y asi mismo dormire porque solo tu jehova me haces vivir confiado gracias dios por este dia junto a el lt '
positive,'hell hunterx alumnos de odontología denuncian corrupción del spum en su facultad quadratín http t co niexwjhalo vía twitterapi'
positive,'ismyqueengomez rt ihxrrystyls es negro y trae a la virgen de guadalupe\nbueno pariente te vienes o q http t co ujpevghsjg'
positive,'karol tolosa rt steevenorozco otro mes más ya huele a diciembre hijueputa '
negative,'smiley aye mira lali son tus fansitos de twitter jajajaja que malos que son que cahetaso y puteada eh jajajaa llorodfelicidad laliespos'
negative,'enriquemzc rt dimeven sólo hay que dejar que suceda '
negative,'carrollxuphu algún deseo antes de su ejecución señor sí quería contemplar la sonrisa de un niño de acuerdo jajaja es broma traedme dos putas'
positive,'galaisabel rt sergioramos gracias a la afición por otra noche mágica buen resultado queda el partido de vuelta hala madrid http t co b '
positive,'elledasher rt liliantintori ya falta menos día fuerza y fe '
positive,'elpoetainfernal empezamos el día con gin pauta mierdad'
positive,'ostiinprada ucrania un pretexto para la guerra energética de ee uu contra rusia http t co wdwzlfvesi'
positive,'somosfullblog instituciones de derecho romano clases particulares sociedad http t co odmq os sc blog blogger'
positive,'farteaga rt vivalaucv alejandro sanz la represión en venezuela es brutal http t co crpyu vnry'
positive,'paisvascotv paisvascotv el expresidente mushárraf sale con vida de un atentado en islamabad http t co dvfwn hmo'
positive,'jlherreramuzgo rt ifilosofia cuando estés en la cima tus amigos te conocerán cuando estés abajo tu los conocerás a ellos'
positive,'drope rt phrasedemarley sabes por qué las mejores personas siempre sufren porque siempre están ahí dando todo sin pedir nada a cambio y eso n '
positive,'profeditavina sermalaya mira y como vas con edu '
negative,'lorenmdt rt unalumnodice naces creces quieres reproducirte pero tu cara te lo impide y mueres feo '
negative,'gomzcristiano los juegos del colegio peonzas yoyos y cromos con los que tú también jugabas proponemos una crónica sentime http t co uiewfyspa '
positive,'santimadmusic gana el periodismo de denuncia social http t co o ynf paof vía el pais'
positive,'ivombone rt iqueraver hay cosas que nunca se olvidan como shm por ejemplo '
positive,'felipe camposc rt marchwallace porfa conestacara voy al estereopicnic con ayuda de mupieucolawards agency lequardyc http t co ewwonvc q'
positive,'troughh rt yusnaby admiras el socialismo cubano jamás has venido a cuba date un paseo por mis fotos tropa http t co xacws cutr'
negative,'itzelmorenochon rt santiagocampoy lo mas importante es no bajar los brazos y no darte por vencido '
positive,'alanabrahan maxricio uc taaliaraujo la ignorancia siempre puede contra una persona les dicen traicioneros a los chilenos y argentina tambien lo hizo'
positive,'monicag y sé fué a dormir ésta humilde terrenal '
positive,'hozofelia social media pros http t co r uegyxld '
positive,'pattymonjaraz rt hallyulatino shinee al parecer hará escala en la mientras lunafly será su escala en san francisco'
negative,'berferjos rt yetshinestar fuertes detonaciones en la urb el obelisco dos tanquetas y gente pudiendo axulio mucho gas lacrimógeno barquisimeto htt '
positive,'jacob c danielescobedo no hable espanol'
positive,'pablorama roinfame media horita de show correr mts varias veces que vendan sushi en un recital no gracias '
positive,'caida emocional en lugar de tener un álbum de fotos familiar tendría un álbum de fotos thinspo '
positive,'caromia rt resiste zulia juro por mi honor q no dare tranquilidad a mi alma hsta no vr rotas ls cadenas q oprimen a mi pueblo resistenciavzla ht '
positive,'chelocabello buenas noches '
positive,'ivancruz milldredkarina de espaldaa'
positive,'marcelezama muerodehambre'
positive,'amai samahi rt luicostilla no se trata de cómo marcas tu biblia sino de cómo tu biblia te marca greg laurie '
positive,'luzmarudas rt fil s fia tu actitud justifica la mía '
negative,'nazyelena rt rubn arrietahz nazyelena lo importante es que hay salud si hay salud hay tiempo y si hay tiempo todo se puede '
positive,'natashafattalle rt yuyyacst las mejores sonrisas terminan en besos '
positive,'normasanz rt quemujeres no guardes algo para una ocasión especial estar con vida es una ocasión especial '
negative,'isisbard el amor da igual mejor duermo '
positive,'insfran dormir después de una linda tardecita noche con mi bebe hermoso '
positive,'sebabordiga no se jode con eso'
positive,'jinescontreras mariasalcedo que mierda es un sangana eso fue tan de mi abuela xd'
positive,'josiahgonzales yo girl gotta cute face'
positive,'catacosta increible serpiente se come a un cocodrilo tras lucha épica http t co uqmyyvwiuj'
negative,'mago dark dicen que la marina me espera sera jejejeje ya se dieron cuenta que les hago falta jajajajaja http t co mkze jvozs'
positive,'maiullarull pensaba en alejarse de ella esta clase de hombres solo existen en mis libros reader book http t co atrxbaqmwy'
negative,'yamilasto rt hijamasoquista no hay momento más incomodo que estar al lado de una persona que no sabe fumar y ver como desperdicia el cigarrillo '
positive,'sweetsong tus ojos revelan que yo nada puedo esconder que no soy nada sin ti o fiel seeñorr '
positive,'milisalguerook rt solee creo ser la única loca que esta levantada a esta hora un feriado '
positive,'choco funafuna rt joypoodle funassyi ふなっしーカッコイイなっしー http t co vcjydjna'
positive,'polikesare kokimorenoeva yo tengo el s pero viste el s uff se ve espectacular'
positive,'gcorpi jorgecardenas gcorpi what the hell are you talking about ajajajaj ya pasara ntp la negación es el primer paso '
negative,'karilu sosa ya extrañaba twitear con maría elena '
positive,'wuachin enelmundialnofaltael expulsado'
positive,'raul marin despertá '
positive,'maariiniika voy a estudiar la for a de dormir en clase'
positive,'byrongj rt i habla presionate al limite y luego exigete mas '
negative,'lanacionweb maduro llama a la paz y el diálogo y critica a los medios extranjeros http t co ydwtc mw '
negative,'rual estoy escribiendo esto mientras algunos miran la pantalla de mi móvil en el tren justo ahora están apartando la mirada '
positive,'la ura buenos diaass '
positive,'letoslave dianaa l ahlistoquecortante jajjajaja cortante'
positive,'conse archivoko ven y regalame todo tu amor regalame un besoo que me lleve hasta el sol que no sepa de dolor que me http t co kx kfxhd e'
negative,'caanape sierra rt michelpesquera si el salario mínimo alcanza para vivir bien propongo que eso ganen nuestros diputados y senadores '
negative,'ragallifacundo si con eso me dio para que tenga y guarde'
positive,'supremaanime he publicado una foto nueva en facebook http t co yt t zwbo'
negative,'lizmocca yo necesito un sugardaddy quiero un carro un nuevo iphone y unas vacaciones a cancún o a parís '
positive,'billonaria rt anonymousvzia valera en estos momentos combatiendo por la libertad http t co ap qpnxlcd'
negative,'rocioonoemi me levante y le dije ami mamá no duermo paiazo me come c jajjajajjaja y me dice estas enferma con los simpson pendeja xd jajajaja'
positive,'roseblairwitch rt tocayosam xq este cansancio '
negative,'lukehchxnel sant rski no entiendo mm yo no sabia que solo tenia que ser argentina para hablar asi\njajajja'
positive,'jodi zeia rt fil s fia es triste tener miedo a perder algo que nunca se tuvo realmente '
positive,'bautister niñas wey neta no se corten por mamadas y mucho menos etiqueten a mario '
positive,'mauricio alx y otra ves mañana a trabajar y esas mamadas '
positive,'ferneli rt formalprision dirigente del frente juvenil revolucionario herido por jugar ebrio a la botella en una casa del campestre http t co '
positive,'pauletatalens y te quiero mas que en este tiempo atras '
positive,'tyesjocruz estextos amor es cuando t sientas al lado d alguien a hacer absolutament nada pero d todas maneras t sigues sintiendo perfectament feliz '
negative,'vinosdeucles d o vinos de uclés en la xx semana universitaria del vino de la politécnica de ingenieros agrícolas http t co f ux ucs vía ggsp '
positive,'coloaristegui lindaberastegi graciias diosor sos una tierna de la vida y sabes que yo te amo pero muchisimo mas pd gracias infinitas por todo '
positive,'samanthacordov y yo ah simón avísame y jalo y ahorro para verano yo voy yo voy '
positive,'arwensuerte pau socorro eileentruax sabinaberman y si se pierde la alegría d sentirse util se pierde el sentido de vida ya no tienen nada x q luchar'
negative,'van ortega rt natgeopics vea cómo periodista de globovisión sorprende a producción renunciando en vivo y directo video http t co ymr sug v '
negative,'mariaplopezg rt revistasemana el caso colmenares ya no causa el mismo impacto http t co h bh u xq'
positive,'rcoo andreatirado virginiacj aidatr crisyjefry mientras que estemos juntas me da igual estar hasta en un antro '
positive,'abiidelgado sonrisa chueca te extraño ah'
negative,'mayafahrenheit rt erescurioso si haces deporte con música tu resistencia aumenta un más que si lo haces en silencio '
positive,'cgonzalezgsd el día en imágenes http t co oakfllaxkn'
positive,'expodato int desea que su marca y servicios se conozcan a traves de las redes consultenos en expodato gmail com o visite http t co mmvyitztfm'
positive,'afindconocerle seamos verdaderos hebreos pastor gerzon gomez http t co gpenvp fg '
positive,'dmarbat rt noticiasvenezue fallece el actor venezolano gustavo rodríguez reacciones en twitter http t co r anfgkb z'
positive,'vivianaorozco branyprado como se nota que usted no tiene a quien verle en fotos keep calm pronto'
positive,'justinkhalifa si quieres te acocoteo hasta con el teclado que use para el tweet '
positive,'rascaypica rt emecyl confederación hidrográfica duero informa que sigue en alarma río águeda en ciudad rodrigo salamanca pero con tendencia a '
positive,'believe rt diagonliam por algo la mayoria de los famosos vienen a vacacionar en méxico uups'
positive,'xareefamrecodo rt srtaterenadamas xareefamrecodo te felicito el hermoso orgasmeate '
negative,'gonzaborda si tuviera celular y no lo hubiera perdido en el bondi se pega le sacaría una foto'
positive,'tamarasangz dejar la cama a estas horas para ir al instituto duele mucho '
negative,'julitapocket lo difícil no es ser bueno ni malo lo difícil es ser justo '
positive,'hernan rea rt trafficlara via rosyanez abril a las y am acaban pasar disparando por toda la carrera urb el obelisco sosvenezuela la '
positive,'aagus fonti rt caarofuertes una sola vess en la vidaa y con una amiga que me segundea '
negative,'lanenita que me perdone mi pobre almohada pero hoy me ha aguantado demasiado '
positive,'theprincess chunbling que bueno xd igual emoezarw a ahorar por si hay un smt sueña '
negative,'avrillavigne si nunca as visto pornografia no sabes lo que es bueno p sinpelosenlalengua'
positive,'laiguanatvmcbo la oposición no sabe que hacer aveledo ahora pide diálogo detalles http t co nw icadgp http t co cilku kwr lt lt '
positive,'nanichanerawr los errores tan solo son deslices satisfactorios '
positive,'tachira art se consideran actividades capaces de degradar el ambiente las que directa o indirectamente contaminen la atmósfera leydelambiente'
negative,'bernardomarte nuevo sismo de sacude el norte chileno santiago chile una poderosa réplica de magnitud remeció el http t co clzl ltdia'
positive,'aguspardo che no me van a hablar '
positive,'aljawab fin del comercial la obra se presenta hasta el de abril en el museo del carmen '
positive,'daanielaprado despues de ir a mc y al rio con milo a hacer la nonii '
positive,'ciudadpoetica rt sombrasg una persona que ríe a diario no es porque siempre le vaya bien sino porque aprendió que debe sonreír en las buenas y en la '
positive,'essoloqueaveces rt sombrasg una persona que ríe a diario no es porque siempre le vaya bien sino porque aprendió que debe sonreír en las buenas y en la '
negative,'chproduciendo rt tatojoc mc chproduciendo dame follow en este twitter que el otro me lo hakiaron '
positive,'simonhdezleon todo pasaba con nosotros qué horriblemente hermoso era aquel tiempo '
positive,'circulotausev rt mveronicamaco circulotausev rosypa turimartin y puertagrandela enhorabuena por acertar que diegosilveti era el torero de la med '
positive,'julianmoyaa rt horoscoponegro escorpio sabes seguir la corriente y decir lo que otros quieren escuchar aunque tus gestos te delatan si algo no te '
positive,'climausb a las temperatura c pluviosidad mm h lluvia del día mm presión mb '
negative,'xavhivhe johnmackerman expone con maestría del teletón a la liberación de las conciencias http t co jpxxkpmqmn si pueden rt miguelcarbonell'
positive,'ivonnezozaya me estoy derritiendo '
positive,'maridat rt fegarc un andaluz llevó la salud mental de nueva york una andaluza será la a mujer alcaldesa de paris sigan pensando que sólo tocam '
positive,'axeloziil quiero abrazarte y no soltarte mi vida '
positive,'celia rp rt mel ynadamas si por mi fuera no me levantaba de la cama en tres días '
positive,'wuoomiitoo isladithadance jaja cual joroba pues que camello o que xd además no me quejo de cargar a tu mochila y a ti si ya se toda la verdad haha'
positive,'yesseniateon karlafavelavlz grcs karla ne dijo el javi pero le pregunte a que horas puede pero no contesto '
positive,'chuckivelardez rt yesicrazzygil algunos psicópatas lo tienen en la corte marcial dejenenpazarene'
positive,'makarenaperez sueño cambiado no me caes bien '
positive,'avrijijil voy a ponerme a bailotear como una pequeñuela de años http t co ayzftqdfrl'
positive,'perladivina abrahammateomus buenos días pequeño todavía estoy feliz por el premio de ayer eres increíble te quiero muchísimo lt '
positive,'davilakary eveeracevedo no es por nada pero siempre gano deja te envio uno jajajaa'
positive,'bucetaa la cague a palo a maia hoy por gila bue jajajajaja'
negative,'generismomo rt vegetta para empezar bien la mañana p https t co vydiw j aq'
negative,'wowselewow soy un fracaso en la reposteria merindo'
positive,'emmanuel dfmms rt fernandeznorona va atraco de epn y lvidegaray y faltó impuestogate http t co aomfmdnee '
positive,'lunarancha 起きるか'
positive,'ivanana laaserrano jajaja cuanto queres apostar a que dice black berry la cancion xd jajajaja mcdlr papitas sexys jajaja'
negative,'karlitosalbino me tiene los huevo al plato '
positive,'rusti k ah re loco tan loco que me sumerjo en una nube de locura cosmica increible bolo re locos todos '
positive,'mirletmars rt paisajes reacción de una morsa al recibir su pastel de cumpleaños http t co kvvzxogz u'
positive,'csarsosvzla rt waclvenezuela barquisimeto am sigue el ataque de gn pb y colectivos contra habitantes de urb obelisco ahora son tiros lara '
negative,'richardfroo froombii lalocurasinfin hablemos de numeros hablemos de nuemeros http t co owvkiy qhl sigue http t co f xf v '
positive,'carolynarguello rt acqb vergüenza pública la cara de cinismo de esta señora qué dolor solidaridad con reimychavez y krlosarturo quienes hoy renunciar '
positive,'merce v nuevos seguidores unfollowers tuitutil http t co z arlevmd '
positive,'diegomendezp rt lydonramone y por el eso el barcelona es el mejor equipo del mundo ya me das mis cigarros y no quiero ninguna recarga ni redon '
positive,'shineondear rt elchingonario no existe nada más liberador que mandar a la chingada y comenzar de nuevo '
negative,'edber rt felipesansimoni me emborrache para olvidarte y ahora te veo doble'
positive,'barbaralbgl conversarlo como gente adulta pero ya pa que si yo soy una niña '
positive,'jose a ferrer rt mariocondeconde hay un modo que demuestra indefectiblemente que uno es estúpido cuando se cree demasiado listo y trata de demostrarlo'
positive,'sofiiayelen rt dannycyrus chatear hasta la madrugada y que te den ataques de sinceridad '
positive,'sofiigomezmalik mañana no será un buen día '
positive,'martnezlily a ver a que hora aceptas mi solicitud de amistad si no nuestra historia de amor va empezar el otro año y asi no se puede nosepinchespuede'
positive,'sandym rt mensajesdepaz pongo mi vida en tus manos sin ti señor nada soy'
positive,'lachicarika rt cementero lachicarika tienes mucha razón para tsurimi decir la verdad es sinónimo de vulgaridad pregunta sabrá la plástica que '
positive,'farteaga rt dolartoday video renunció en pleno programa en vivo así fue como reimy chavez le dijo adi https t co xf acjbqut http t c '
negative,'lapegatina buenos dias hoy es juernes un jueves que parece viernes por la juerga que te vas a meter y si estás en zaragoza más '
positive,'cariitoponcee carlos tevez los de atras vienen conmigo http t co jewmoc c vía youtube calle oficial '
positive,'sammydmcu la verdad ya hace falta el clima'
positive,'jarodjimba ahí la llevo ahí la llevo casi llego a este nivel http t co vttlq yad '
positive,'fredymedina luleromero y si no quiero '
positive,'joiineralejandr tu amor me amarga y me alegra veces '
positive,'secutesel taygicai do u respect sel x'
positive,'fixpina rt anonymousvene fuertes inteligentes tenaces y dignas venezuela digna madre que pario sus hijos y nuevos libertadores http t co f '
positive,'elvimalvi extraño mi tienda '
positive,'leyendaperuana nuevos seguidores unfollowers tuitutil http t co gs xnlchzv'
negative,'letvia rt g cknorrisvzla otrachucky letvia g cknorrisvzla petrashd dura dia activo y inactivo los comunistas le temen la resistencia l '
positive,'sexwith s s lanoviadejames ey jajajaja no se noto el sarcasmo en lo de que iba a llorar jaja no estoy para rogar amor pero neta si te amo wey lol'
positive,'dime youngfresh juliiomeqqamundiial consultor jurídico dice modificación código procesal penal no ha lle http t co gmjsjwd ey juliiomeqqamundiial'
positive,'brisslili rt fil s fia un hombre de verdad no es aquel que promete sino el que cumple lo que promete '
positive,'paola enciso y un dia veras que este loco de poco se olvida'
negative,'krorojasm rt webnotitarde pm naguanagua reforzará vigilancia para controlar circulación de motos http t co inqcrr e x'
negative,'oo princess llego tarde y lo se'
negative,'fermtz janettarceo espero que te la pases muy bien el día de hoy jueves saludos '
positive,'chinito rt alex dmo nahimachoura esto era lo que pensaba vergara de lavolpe antes del mundial del a ver que tanta paciencia le tien http '
negative,'andresmm rt anonymousvene fuertes inteligentes tenaces y dignas venezuela digna madre que pario sus hijos y nuevos libertadores http t co f '
positive,'fanyrangel fue a preguntar jajaja la cara de la señora https t co e fciot '
positive,'emmanuelzavalet lo que mas me caga de mi adorable familía es que buenoo dejemos lo en que me hacen encabronar '
positive,'faany xoxo ya quiero verte '
positive,'alejandraverte no quiero que esto termine igual que en el cuando pérez jiménez o peor aún el '
positive,'lalo exodus jaja la que te puso que me gustaba tu abdomen jaja se me hace que eres georgie knocksville porque me stalkea http t co rhsh a y '
positive,'preownwatch rt excelsior niños en oaxaca padecen hambruna parecida a la vivida en áfrica http t co putr fxnjj http t co sp z lywmq'
negative,'fridariveera el interés tiene piees'
positive,'gonzo homojo madmacitas ya dinos como es tu culo descríbenos como es tocarlo'
positive,'ginescastellon rt piscis horoscop bienestar intelecto creatividad amor dinero trabajo http t co lndd '
negative,'danrojo la dueña de mi cama http t co ogg dtcpft'
positive,'titaroque hay dios'
positive,'eymm adicción a ese juego mygod jaja '
positive,'jonathancastaar todo porque nico juegue muy bien no significa q yo juegue mal virrey casta '
positive,'garciasanroman colanesijm si puedes y crees que debes mejor pensar en cambiar tu modelo de negocio hoy lo que aporta valor es la reputación cocreacion'
positive,'aleesosa nancy amaro ilusas jaja por eso tu y yo con los pies en la tierra '
positive,'laraprotesta rt rossmarapacuto quienes hemos estado en la av lara siempre está la religiosa bendiciendonos y hondeando la bandera barquisimeto htt '
positive,'aronciux rt chochos el pan que más me gusta es el panochón que traes entre las piernas '
positive,'jmirandahilerio rt palomalandero tenía que hacerlo xd los amo mujerlunabella davidallegre looisrivas macb http t co vhfjlqy tb'
positive,'noticiasdelacol michelle bachelet declara zona de catástrofe norte de chile tras sismos de http t co dxrlou pr '
positive,'yenneva life rt inventoses quiero este sofá y lo quiero ahora http t co p x hzg '
positive,'alebth cuando los jalabolas lean xdd'
positive,'rubio com la vida es un regalo de dios cuidemos la nuestra y la de nuestro prójimo para tener un mundo mejor http t co efzfbgncie'
negative,'llynier rt siciliastandup gustavo rodríguez primer actor paz a sus restos '
negative,'frankey rt mejorhoroscopo escorpio no te callas la verdad sólo porque los demás no quieran oírla zz'
negative,'epsylonlol quiero nieve y brownie'
negative,'sabinacg rt notasdirectas te conocí como a cualquiera pero te quiero como a nadie '
positive,'zavaladaiana y te vas a quedar con las ganas de que sea tuya y tendras que tragarte tu orgullo porque no cai '
positive,'louberries you re so lucky girl to have james envy '
positive,'mariiguidi buenos dias lluvia frio y bus que felicidad chiquillo '
positive,'borregobb rt cdsatelite ya a dormir no '
positive,'capidanmar eeuu alud elevan a los muertos en el alud en eeuu y obama lo declara gran catástrofe http t co g jyrkkvle'
positive,'sanpedroct hermanos hermanas y procesionistas estamos a días sampedristas cuando salgáis de sta maría mirad a la derecha http t co lmscfkzvem'
positive,'dannypedroza rt laurithajurez dannypedroza gracias x avisar ahora ya tengo la revista donde sale moderatto mori\nla señora se me kedo viendo raro p '
